身份证前六位,省份,城市,区/县,简称,电话区号,邮政编码
110000,北京市,北京市,北京市,京,010,100000
110100,北京市,北京市,市辖区,京,010,
110101,北京市,北京市,东城区,京,010,100000
110102,北京市,北京市,西城区,京,010,100000
110103,北京市,北京市,崇文区,京,010,100000
110104,北京市,北京市,宣武区,京,010,100000
110105,北京市,北京市,朝阳区,京,010,100000
110106,北京市,北京市,丰台区,京,010,100000
110107,北京市,北京市,石景山区,京,010,100000
110108,北京市,北京市,海淀区,京,010,100000
110109,北京市,北京市,门头沟区,京,010,102300
110111,北京市,北京市,房山区,京,010,102400
110112,北京市,北京市,通州区,京,010,101100
110113,北京市,北京市,顺义区,京,010,101300
110114,北京市,北京市,昌平区,京,010,102200
110115,北京市,北京市,大兴区,京,010,102600
110116,北京市,北京市,怀柔区,京,010,101400
110117,北京市,北京市,平谷区,京,010,101200
110200,北京市,北京市,县,京,010,
110228,北京市,北京市,密云县,京,010,101500
110229,北京市,北京市,延庆县,京,010,102100
120000,天津市,天津市,天津市,津,022,300000
120100,天津市,天津市,市辖区,津,022,
120101,天津市,天津市,和平区,津,022,300000
120102,天津市,天津市,河东区,津,022,300000
120103,天津市,天津市,河西区,津,022,300000
120104,天津市,天津市,南开区,津,022,300000
120105,天津市,天津市,河北区,津,022,300000
120106,天津市,天津市,红桥区,津,022,300000
120107,天津市,天津市,塘沽区,津,022,300000
120108,天津市,天津市,汉沽区,津,022,300000
120109,天津市,天津市,大港区,津,022,300000
120110,天津市,天津市,东丽区,津,022,300000
120111,天津市,天津市,西青区,津,022,300000
120112,天津市,天津市,津南区,津,022,300000
120113,天津市,天津市,北辰区,津,022,300000
120114,天津市,天津市,武清区,津,022,301700
120115,天津市,天津市,宝坻区,津,022,301800
120200,天津市,天津市,县,津,022,
120221,天津市,天津市,宁河县,津,022,301500
120223,天津市,天津市,静海县,津,022,301600
120225,天津市,天津市,蓟县,津,022,301900
130000,河北省,河北省,河北省,冀,,
130100,河北省,石家庄市,石家庄市,冀,0311,050000
130101,河北省,石家庄市,市辖区,冀,0311,
130102,河北省,石家庄市,长安区,冀,0311,050000
130103,河北省,石家庄市,桥东区,冀,0311,050000
130104,河北省,石家庄市,桥西区,冀,0311,050000
130105,河北省,石家庄市,新华区,冀,0311,050000
130107,河北省,石家庄市,井陉矿区,冀,0311,050100
130108,河北省,石家庄市,裕华区,冀,0311,050000
130121,河北省,石家庄市,井陉县,冀,0311,050300
130123,河北省,石家庄市,正定县,冀,0311,050800
130124,河北省,石家庄市,栾城县,冀,0311,051430
130125,河北省,石家庄市,行唐县,冀,0311,050600
130126,河北省,石家庄市,灵寿县,冀,0311,050500
130127,河北省,石家庄市,高邑县,冀,0311,051330
130128,河北省,石家庄市,深泽县,冀,0311,052500
130129,河北省,石家庄市,赞皇县,冀,0311,051230
130130,河北省,石家庄市,无极县,冀,0311,052400
130131,河北省,石家庄市,平山县,冀,0311,050400
130132,河北省,石家庄市,元氏县,冀,0311,051130
130133,河北省,石家庄市,赵县,冀,0311,051530
130181,河北省,石家庄市,辛集市,冀,0311,052300
130182,河北省,石家庄市,藁城市,冀,0311,052160
130183,河北省,石家庄市,晋州市,冀,0311,052200
130184,河北省,石家庄市,新乐市,冀,0311,050700
130185,河北省,石家庄市,鹿泉市,冀,0311,050200
130200,河北省,唐山市,唐山市,冀,0311,063000
130201,河北省,唐山市,市辖区,冀,0315,
130202,河北省,唐山市,路南区,冀,0315,063000
130203,河北省,唐山市,路北区,冀,0315,063000
130204,河北省,唐山市,古冶区,冀,0315,063100
130205,河北省,唐山市,开平区,冀,0315,063000
130207,河北省,唐山市,丰南区,冀,0315,063300
130208,河北省,唐山市,丰润区,冀,0315,063000
130223,河北省,唐山市,滦县,冀,0315,063700
130224,河北省,唐山市,滦南县,冀,0315,063500
130225,河北省,唐山市,乐亭县,冀,0315,063600
130227,河北省,唐山市,迁西县,冀,0315,064300
130229,河北省,唐山市,玉田县,冀,0315,064100
130230,河北省,唐山市,唐海县,冀,0315,063200
130281,河北省,唐山市,遵化市,冀,0315,064200
130283,河北省,唐山市,迁安市,冀,0315,064400
130300,河北省,秦皇岛市,秦皇岛市,冀,0335,066000
130301,河北省,秦皇岛市,市辖区,冀,0335,
130302,河北省,秦皇岛市,海港区,冀,0335,066000
130303,河北省,秦皇岛市,山海关区,冀,0335,066200
130304,河北省,秦皇岛市,北戴河区,冀,0335,066100
130321,河北省,秦皇岛市,青龙满族自治县,冀,0335,066500
130322,河北省,秦皇岛市,昌黎县,冀,0335,066600
130323,河北省,秦皇岛市,抚宁县,冀,0335,066300
130324,河北省,秦皇岛市,卢龙县,冀,0335,066400
130400,河北省,邯郸市,邯郸市,冀,0310,056000
130401,河北省,邯郸市,市辖区,冀,0310,
130402,河北省,邯郸市,邯山区,冀,0310,056000
130403,河北省,邯郸市,丛台区,冀,0310,056000
130404,河北省,邯郸市,复兴区,冀,0310,056000
130406,河北省,邯郸市,峰峰矿区,冀,0310,056200
130421,河北省,邯郸市,邯郸县,冀,0310,056000
130423,河北省,邯郸市,临漳县,冀,0310,056600
130424,河北省,邯郸市,成安县,冀,0310,056700
130425,河北省,邯郸市,大名县,冀,0310,056900
130426,河北省,邯郸市,涉县,冀,0310,056400
130427,河北省,邯郸市,磁县,冀,0310,056500
130428,河北省,邯郸市,肥乡县,冀,0310,057550
130429,河北省,邯郸市,永年县,冀,0310,057150
130430,河北省,邯郸市,邱县,冀,0310,057450
130431,河北省,邯郸市,鸡泽县,冀,0310,057350
130432,河北省,邯郸市,广平县,冀,0310,057650
130433,河北省,邯郸市,馆陶县,冀,0310,057750
130434,河北省,邯郸市,魏县,冀,0310,056800
130435,河北省,邯郸市,曲周县,冀,0310,057250
130481,河北省,邯郸市,武安市,冀,0310,056300
130500,河北省,邢台市,邢台市,冀,0319,054000
130501,河北省,邢台市,市辖区,冀,0319,
130502,河北省,邢台市,桥东区,冀,0319,054000
130503,河北省,邢台市,桥西区,冀,0319,054000
130521,河北省,邢台市,邢台县,冀,0319,054000
130522,河北省,邢台市,临城县,冀,0319,054300
130523,河北省,邢台市,内丘县,冀,0319,054200
130524,河北省,邢台市,柏乡县,冀,0319,055450
130525,河北省,邢台市,隆尧县,冀,0319,055350
130526,河北省,邢台市,任县,冀,0319,055150
130527,河北省,邢台市,南和县,冀,0319,054400
130528,河北省,邢台市,宁晋县,冀,0319,055550
130529,河北省,邢台市,巨鹿县,冀,0319,055250
130530,河北省,邢台市,新河县,冀,0319,051730
130531,河北省,邢台市,广宗县,冀,0319,054600
130532,河北省,邢台市,平乡县,冀,0319,054500
130533,河北省,邢台市,威县,冀,0319,054700
130534,河北省,邢台市,清河县,冀,0319,054800
130535,河北省,邢台市,临西县,冀,0319,054900
130581,河北省,邢台市,南宫市,冀,0319,051800
130582,河北省,邢台市,沙河市,冀,0319,054100
130600,河北省,保定市,保定市,冀,0312,071000
130601,河北省,保定市,市辖区,冀,0312,
130602,河北省,保定市,新市区,冀,0312,071000
130603,河北省,保定市,北市区,冀,0312,071000
130604,河北省,保定市,南市区,冀,0312,071000
130621,河北省,保定市,满城县,冀,0312,072150
130622,河北省,保定市,清苑县,冀,0312,071100
130623,河北省,保定市,涞水县,冀,0312,074100
130624,河北省,保定市,阜平县,冀,0312,073200
130625,河北省,保定市,徐水县,冀,0312,072550
130626,河北省,保定市,定兴县,冀,0312,072650
130627,河北省,保定市,唐县,冀,0312,072350
130628,河北省,保定市,高阳县,冀,0312,071500
130629,河北省,保定市,容城县,冀,0312,071700
130630,河北省,保定市,涞源县,冀,0312,102900
130631,河北省,保定市,望都县,冀,0312,072450
130632,河北省,保定市,安新县,冀,0312,071600
130633,河北省,保定市,易县,冀,0312,074200
130634,河北省,保定市,曲阳县,冀,0312,073100
130635,河北省,保定市,蠡县,冀,0312,071400
130636,河北省,保定市,顺平县,冀,0312,072250
130637,河北省,保定市,博野县,冀,0312,071300
130638,河北省,保定市,雄县,冀,0312,071800
130681,河北省,保定市,涿州市,冀,0312,072750
130682,河北省,保定市,定州市,冀,0312,073000
130683,河北省,保定市,安国市,冀,0312,071200
130684,河北省,保定市,高碑店市,冀,0312,074000
130700,河北省,张家口市,张家口市,冀,0313,075000
130701,河北省,张家口市,市辖区,冀,0313,
130702,河北省,张家口市,桥东区,冀,0313,075000
130703,河北省,张家口市,桥西区,冀,0313,075000
130705,河北省,张家口市,宣化区,冀,0313,075000
130706,河北省,张家口市,下花园区,冀,0313,075300
130721,河北省,张家口市,宣化县,冀,0313,075100
130722,河北省,张家口市,张北县,冀,0313,076450
130723,河北省,张家口市,康保县,冀,0313,076650
130724,河北省,张家口市,沽源县,冀,0313,076550
130725,河北省,张家口市,尚义县,冀,0313,076750
130726,河北省,张家口市,蔚县,冀,0313,075700
130727,河北省,张家口市,阳原县,冀,0313,075800
130728,河北省,张家口市,怀安县,冀,0313,076150
130729,河北省,张家口市,万全县,冀,0313,076250
130730,河北省,张家口市,怀来县,冀,0313,075400
130731,河北省,张家口市,涿鹿县,冀,0313,075600
130732,河北省,张家口市,赤城县,冀,0313,075500
130733,河北省,张家口市,崇礼县,冀,0313,076350
130800,河北省,承德市,承德市,冀,0314,067000
130801,河北省,承德市,市辖区,冀,0314,
130802,河北省,承德市,双桥区,冀,0314,067000
130803,河北省,承德市,双滦区,冀,0314,067000
130804,河北省,承德市,鹰手营子矿区,冀,0314,067200
130821,河北省,承德市,承德县,冀,0314,067400
130822,河北省,承德市,兴隆县,冀,0314,067300
130823,河北省,承德市,平泉县,冀,0314,067500
130824,河北省,承德市,滦平县,冀,0314,068250
130825,河北省,承德市,隆化县,冀,0314,068150
130826,河北省,承德市,丰宁满族自治县,冀,0314,068350
130827,河北省,承德市,宽城满族自治县,冀,0314,067600
130828,河北省,承德市,围场满族蒙古族自治县,冀,0314,068450
130900,河北省,沧州市,沧州市,冀,0317,061000
130901,河北省,沧州市,市辖区,冀,0317,
130902,河北省,沧州市,新华区,冀,0317,061000
130903,河北省,沧州市,运河区,冀,0317,061000
130921,河北省,沧州市,沧县,冀,0317,061000
130922,河北省,沧州市,青县,冀,0317,062650
130923,河北省,沧州市,东光县,冀,0317,061600
130924,河北省,沧州市,海兴县,冀,0317,061200
130925,河北省,沧州市,盐山县,冀,0317,061300
130926,河北省,沧州市,肃宁县,冀,0317,062350
130927,河北省,沧州市,南皮县,冀,0317,061500
130928,河北省,沧州市,吴桥县,冀,0317,061800
130929,河北省,沧州市,献县,冀,0317,062250
130930,河北省,沧州市,孟村回族自治县,冀,0317,061400
130981,河北省,沧州市,泊头市,冀,0317,062150
130982,河北省,沧州市,任丘市,冀,0317,062550
130983,河北省,沧州市,黄骅市,冀,0317,061100
130984,河北省,沧州市,河间市,冀,0317,062450
131000,河北省,廊坊市,廊坊市,冀,0316,065000
131001,河北省,廊坊市,市辖区,冀,0316,
131002,河北省,廊坊市,安次区,冀,0316,065000
131003,河北省,廊坊市,广阳区,冀,0316,065000
131022,河北省,廊坊市,固安县,冀,0316,065500
131023,河北省,廊坊市,永清县,冀,0316,065600
131024,河北省,廊坊市,香河县,冀,0316,065400
131025,河北省,廊坊市,大城县,冀,0316,
131026,河北省,廊坊市,文安县,冀,0316,065800
131028,河北省,廊坊市,大厂回族自治县,冀,0316,065300
131081,河北省,廊坊市,霸州市,冀,0316,065700
131082,河北省,廊坊市,三河市,冀,0316,065200
131100,河北省,衡水市,衡水市,冀,0318,053000
131101,河北省,衡水市,市辖区,冀,0318,
131102,河北省,衡水市,桃城区,冀,0318,053000
131121,河北省,衡水市,枣强县,冀,0318,053100
131122,河北省,衡水市,武邑县,冀,0318,053400
131123,河北省,衡水市,武强县,冀,0318,053300
131124,河北省,衡水市,饶阳县,冀,0318,053900
131125,河北省,衡水市,安平县,冀,0318,053600
131126,河北省,衡水市,故城县,冀,0318,053800
131127,河北省,衡水市,景县,冀,0318,053500
131128,河北省,衡水市,阜城县,冀,0318,053700
131181,河北省,衡水市,冀州市,冀,0318,053200
131182,河北省,衡水市,深州市,冀,0318,052800
140000,山西省,山西省,山西省,晋,,
140100,山西省,太原市,太原市,晋,0351,030000
140101,山西省,太原市,市辖区,晋,0351,
140105,山西省,太原市,小店区,晋,0351,030000
140106,山西省,太原市,迎泽区,晋,0351,030000
140107,山西省,太原市,杏花岭区,晋,0351,030000
140108,山西省,太原市,尖草坪区,晋,0351,030000
140109,山西省,太原市,万柏林区,晋,0351,030000
140110,山西省,太原市,晋源区,晋,0351,030000
140121,山西省,太原市,清徐县,晋,0351,030400
140122,山西省,太原市,阳曲县,晋,0351,030100
140123,山西省,太原市,娄烦县,晋,0351,030300
140181,山西省,太原市,古交市,晋,0351,030200
140200,山西省,大同市,大同市,晋,0352,037000
140201,山西省,大同市,市辖区,晋,0352,
140202,山西省,大同市,城区,晋,0352,037000
140203,山西省,大同市,矿区,晋,0352,037000
140211,山西省,大同市,南郊区,晋,0352,037000
140212,山西省,大同市,新荣区,晋,0352,037000
140221,山西省,大同市,阳高县,晋,0352,038100
140222,山西省,大同市,天镇县,晋,0352,038200
140223,山西省,大同市,广灵县,晋,0352,037500
140224,山西省,大同市,灵丘县,晋,0352,034400
140225,山西省,大同市,浑源县,晋,0352,037400
140226,山西省,大同市,左云县,晋,0352,037100
140227,山西省,大同市,大同县,晋,0352,037300
140300,山西省,阳泉市,阳泉市,晋,0353,045000
140301,山西省,阳泉市,市辖区,晋,0353,
140302,山西省,阳泉市,城区,晋,0353,045000
140303,山西省,阳泉市,矿区,晋,0353,045000
140311,山西省,阳泉市,郊区,晋,0353,045000
140321,山西省,阳泉市,平定县,晋,0353,045200
140322,山西省,阳泉市,盂县,晋,0353,045100
140400,山西省,长治市,长治市,晋,0355,046000
140401,山西省,长治市,市辖区,晋,0355,
140402,山西省,长治市,城区,晋,0355,046000
140411,山西省,长治市,郊区,晋,0355,046000
140421,山西省,长治市,长治县,晋,0355,047100
140423,山西省,长治市,襄垣县,晋,0355,046200
140424,山西省,长治市,屯留县,晋,0355,046100
140425,山西省,长治市,平顺县,晋,0355,047400
140426,山西省,长治市,黎城县,晋,0355,047600
140427,山西省,长治市,壶关县,晋,0355,047300
140428,山西省,长治市,长子县,晋,0355,046600
140429,山西省,长治市,武乡县,晋,0355,046300
140430,山西省,长治市,沁县,晋,0355,046400
140431,山西省,长治市,沁源县,晋,0355,046500
140481,山西省,长治市,潞城市,晋,0355,047500
140500,山西省,晋城市,晋城市,晋,0356,048000
140501,山西省,晋城市,市辖区,晋,0356,
140502,山西省,晋城市,城区,晋,0356,048000
140521,山西省,晋城市,沁水县,晋,0356,048200
140522,山西省,晋城市,阳城县,晋,0356,048100
140524,山西省,晋城市,陵川县,晋,0356,048300
140525,山西省,晋城市,泽州县,晋,0356,048000
140581,山西省,晋城市,高平市,晋,0356,046700
140600,山西省,朔州市,朔州市,晋,0349,036000
140601,山西省,朔州市,市辖区,晋,0349,
140602,山西省,朔州市,朔城区,晋,0349,036002
140603,山西省,朔州市,平鲁区,晋,0349,036800
140621,山西省,朔州市,山阴县,晋,0349,036900
140622,山西省,朔州市,应县,晋,0349,037600
140623,山西省,朔州市,右玉县,晋,0349,037200
140624,山西省,朔州市,怀仁县,晋,0349,038300
140700,山西省,晋中市,晋中市,晋,0354,030600
140701,山西省,晋中市,市辖区,晋,0354,
140702,山西省,晋中市,榆次区,晋,0354,030600
140721,山西省,晋中市,榆社县,晋,0354,031800
140722,山西省,晋中市,左权县,晋,0354,032600
140723,山西省,晋中市,和顺县,晋,0354,032700
140724,山西省,晋中市,昔阳县,晋,0354,045300
140725,山西省,晋中市,寿阳县,晋,0354,045400
140726,山西省,晋中市,太谷县,晋,0354,030800
140727,山西省,晋中市,祁县,晋,0354,030900
140728,山西省,晋中市,平遥县,晋,0354,031100
140729,山西省,晋中市,灵石县,晋,0354,031300
140781,山西省,晋中市,介休市,晋,0354,032000
140800,山西省,运城市,运城市,晋,0359,044000
140801,山西省,运城市,市辖区,晋,0359,
140802,山西省,运城市,盐湖区,晋,0359,044000
140821,山西省,运城市,临猗县,晋,0359,044100
140822,山西省,运城市,万荣县,晋,0359,044200
140823,山西省,运城市,闻喜县,晋,0359,043800
140824,山西省,运城市,稷山县,晋,0359,043200
140825,山西省,运城市,新绛县,晋,0359,043100
140826,山西省,运城市,绛县,晋,0359,043600
140827,山西省,运城市,垣曲县,晋,0359,043700
140828,山西省,运城市,夏县,晋,0359,044400
140829,山西省,运城市,平陆县,晋,0359,044300
140830,山西省,运城市,芮城县,晋,0359,044600
140881,山西省,运城市,永济市,晋,0359,044500
140882,山西省,运城市,河津市,晋,0359,043300
140900,山西省,忻州市,忻州市,晋,0350,034000
140901,山西省,忻州市,市辖区,晋,0350,
140902,山西省,忻州市,忻府区,晋,0350,034000
140921,山西省,忻州市,定襄县,晋,0350,035400
140922,山西省,忻州市,五台县,晋,0350,035500
140923,山西省,忻州市,代县,晋,0350,034200
140924,山西省,忻州市,繁峙县,晋,0350,034300
140925,山西省,忻州市,宁武县,晋,0350,036000
140926,山西省,忻州市,静乐县,晋,0350,035100
140927,山西省,忻州市,神池县,晋,0350,036100
140928,山西省,忻州市,五寨县,晋,0350,036200
140929,山西省,忻州市,岢岚县,晋,0350,036300
140930,山西省,忻州市,河曲县,晋,0350,036500
140931,山西省,忻州市,保德县,晋,0350,036600
140932,山西省,忻州市,偏关县,晋,0350,036400
140981,山西省,忻州市,原平市,晋,0350,034100
141000,山西省,临汾市,临汾市,晋,0357,041000
141001,山西省,临汾市,市辖区,晋,0357,
141002,山西省,临汾市,尧都区,晋,0357,041000
141021,山西省,临汾市,曲沃县,晋,0357,043400
141022,山西省,临汾市,翼城县,晋,0357,043500
141023,山西省,临汾市,襄汾县,晋,0357,041500
141024,山西省,临汾市,洪洞县,晋,0357,041600
141025,山西省,临汾市,古县,晋,0357,042400
141026,山西省,临汾市,安泽县,晋,0357,042500
141027,山西省,临汾市,浮山县,晋,0357,042600
141028,山西省,临汾市,吉县,晋,0357,042200
141029,山西省,临汾市,乡宁县,晋,0357,042100
141030,山西省,临汾市,大宁县,晋,0357,042300
141031,山西省,临汾市,隰县,晋,0357,041300
141032,山西省,临汾市,永和县,晋,0357,041400
141033,山西省,临汾市,蒲县,晋,0357,041200
141034,山西省,临汾市,汾西县,晋,0357,031500
141081,山西省,临汾市,侯马市,晋,0357,043000
141082,山西省,临汾市,霍州市,晋,0357,031400
141100,山西省,吕梁市,吕梁市,晋,0358,033000
141101,山西省,吕梁市,市辖区,晋,0358,
141102,山西省,吕梁市,离石区,晋,0358,033000
141121,山西省,吕梁市,文水县,晋,0358,032100
141122,山西省,吕梁市,交城县,晋,0358,030500
141123,山西省,吕梁市,兴县,晋,0358,035300
141124,山西省,吕梁市,临县,晋,0358,033200
141125,山西省,吕梁市,柳林县,晋,0358,033300
141126,山西省,吕梁市,石楼县,晋,0358,032500
141127,山西省,吕梁市,岚县,晋,0358,035200
141128,山西省,吕梁市,方山县,晋,0358,033100
141129,山西省,吕梁市,中阳县,晋,0358,033400
141130,山西省,吕梁市,交口县,晋,0358,032400
141181,山西省,吕梁市,孝义市,晋,0358,032300
141182,山西省,吕梁市,汾阳市,晋,0358,032200
150000,内蒙古自治区,内蒙古自治区,内蒙古自治区,内蒙,,
150100,内蒙古自治区,呼和浩特市,呼和浩特市,内蒙,0471,010000
150101,内蒙古自治区,呼和浩特市,市辖区,内蒙,0471,
150102,内蒙古自治区,呼和浩特市,新城区,内蒙,0471,010000
150103,内蒙古自治区,呼和浩特市,回民区,内蒙,0471,010000
150104,内蒙古自治区,呼和浩特市,玉泉区,内蒙,0471,010000
150105,内蒙古自治区,呼和浩特市,赛罕区,内蒙,0471,010000
150121,内蒙古自治区,呼和浩特市,土默特左旗,内蒙,0471,010100
150122,内蒙古自治区,呼和浩特市,托克托县,内蒙,0471,010200
150123,内蒙古自治区,呼和浩特市,和林格尔县,内蒙,0471,011500
150124,内蒙古自治区,呼和浩特市,清水河县,内蒙,0471,011600
150125,内蒙古自治区,呼和浩特市,武川县,内蒙,0471,011700
150200,内蒙古自治区,包头市,包头市,内蒙,0472,014000
150201,内蒙古自治区,包头市,市辖区,内蒙,0472,
150202,内蒙古自治区,包头市,东河区,内蒙,0472,014000
150203,内蒙古自治区,包头市,昆都仑区,内蒙,0472,014000
150204,内蒙古自治区,包头市,青山区,内蒙,0472,014000
150205,内蒙古自治区,包头市,石拐区,内蒙,0472,014000
150206,内蒙古自治区,包头市,白云矿区,内蒙,0472,014000
150207,内蒙古自治区,包头市,九原区,内蒙,0472,014000
150221,内蒙古自治区,包头市,土默特右旗,内蒙,0472,014100
150222,内蒙古自治区,包头市,固阳县,内蒙,0472,014200
150223,内蒙古自治区,包头市,达尔罕茂明安联合旗,内蒙,0472,014500
150300,内蒙古自治区,乌海市,乌海市,内蒙,0473,016000
150301,内蒙古自治区,乌海市,市辖区,内蒙,0473,
150302,内蒙古自治区,乌海市,海勃湾区,内蒙,0473,016000
150303,内蒙古自治区,乌海市,海南区,内蒙,0473,016000
150304,内蒙古自治区,乌海市,乌达区,内蒙,0473,016000
150400,内蒙古自治区,赤峰市,赤峰市,内蒙,0476,024000
150401,内蒙古自治区,赤峰市,市辖区,内蒙,0476,
150402,内蒙古自治区,赤峰市,红山区,内蒙,0476,024000
150403,内蒙古自治区,赤峰市,元宝山区,内蒙,0476,024000
150404,内蒙古自治区,赤峰市,松山区,内蒙,0476,024000
150421,内蒙古自治区,赤峰市,阿鲁科尔沁旗,内蒙,0476,025500
150422,内蒙古自治区,赤峰市,巴林左旗,内蒙,0476,025450
150423,内蒙古自治区,赤峰市,巴林右旗,内蒙,0476,025150
150424,内蒙古自治区,赤峰市,林西县,内蒙,0476,025250
150425,内蒙古自治区,赤峰市,克什克腾旗,内蒙,0476,025350
150426,内蒙古自治区,赤峰市,翁牛特旗,内蒙,0476,024500
150428,内蒙古自治区,赤峰市,喀喇沁旗,内蒙,0476,024400
150429,内蒙古自治区,赤峰市,宁城县,内蒙,0476,024200
150430,内蒙古自治区,赤峰市,敖汉旗,内蒙,0476,024300
150500,内蒙古自治区,通辽市,通辽市,内蒙,0475,028000
150501,内蒙古自治区,通辽市,市辖区,内蒙,0475,
150502,内蒙古自治区,通辽市,科尔沁区,内蒙,0475,028000
150521,内蒙古自治区,通辽市,科尔沁左翼中旗,内蒙,0475,029300
150522,内蒙古自治区,通辽市,科尔沁左翼后旗,内蒙,0475,028100
150523,内蒙古自治区,通辽市,开鲁县,内蒙,0475,028400
150524,内蒙古自治区,通辽市,库伦旗,内蒙,0475,028200
150525,内蒙古自治区,通辽市,奈曼旗,内蒙,0475,028300
150526,内蒙古自治区,通辽市,扎鲁特旗,内蒙,0475,029100
150581,内蒙古自治区,通辽市,霍林郭勒市,内蒙,0475,029200
150600,内蒙古自治区,鄂尔多斯市,鄂尔多斯市,内蒙,0477,017000
150602,内蒙古自治区,鄂尔多斯市,东胜区,内蒙,0477,017000
150621,内蒙古自治区,鄂尔多斯市,达拉特旗,内蒙,0477,014300
150622,内蒙古自治区,鄂尔多斯市,准格尔旗,内蒙,0477,017100
150623,内蒙古自治区,鄂尔多斯市,鄂托克前旗,内蒙,0477,016200
150624,内蒙古自治区,鄂尔多斯市,鄂托克旗,内蒙,0477,016100
150625,内蒙古自治区,鄂尔多斯市,杭锦旗,内蒙,0477,017400
150626,内蒙古自治区,鄂尔多斯市,乌审旗,内蒙,0477,017300
150627,内蒙古自治区,鄂尔多斯市,伊金霍洛旗,内蒙,0477,017200
150700,内蒙古自治区,呼伦贝尔市,呼伦贝尔市,内蒙,0470,021000
150701,内蒙古自治区,呼伦贝尔市,市辖区,内蒙,0470,
150702,内蒙古自治区,呼伦贝尔市,海拉尔区,内蒙,0470,021000
150721,内蒙古自治区,呼伦贝尔市,阿荣旗,内蒙,0470,162750
150722,内蒙古自治区,呼伦贝尔市,莫力达瓦达斡尔族自治旗,内蒙,0470,162850
150723,内蒙古自治区,呼伦贝尔市,鄂伦春自治旗,内蒙,0470,022450
150724,内蒙古自治区,呼伦贝尔市,鄂温克族自治旗,内蒙,0470,021100
150725,内蒙古自治区,呼伦贝尔市,陈巴尔虎旗,内蒙,0470,021500
150726,内蒙古自治区,呼伦贝尔市,新巴尔虎左旗,内蒙,0470,021200
150727,内蒙古自治区,呼伦贝尔市,新巴尔虎右旗,内蒙,0470,021300
150781,内蒙古自治区,呼伦贝尔市,满洲里市,内蒙,0470,021400
150782,内蒙古自治区,呼伦贝尔市,牙克石市,内蒙,0470,022150
150783,内蒙古自治区,呼伦贝尔市,扎兰屯市,内蒙,0470,162650
150784,内蒙古自治区,呼伦贝尔市,额尔古纳市,内蒙,0470,022250
150785,内蒙古自治区,呼伦贝尔市,根河市,内蒙,0470,022350
150800,内蒙古自治区,巴彦淖尔市,巴彦淖尔市,内蒙,0478,015000
150801,内蒙古自治区,巴彦淖尔市,市辖区,内蒙,0478,
150802,内蒙古自治区,巴彦淖尔市,临河区,内蒙,0478,015000
150821,内蒙古自治区,巴彦淖尔市,五原县,内蒙,0478,015100
150822,内蒙古自治区,巴彦淖尔市,磴口县,内蒙,0478,015200
150823,内蒙古自治区,巴彦淖尔市,乌拉特前旗,内蒙,0478,014400
150824,内蒙古自治区,巴彦淖尔市,乌拉特中旗,内蒙,0478,015300
150825,内蒙古自治区,巴彦淖尔市,乌拉特后旗,内蒙,0478,015500
150826,内蒙古自治区,巴彦淖尔市,杭锦后旗,内蒙,0478,015400
150900,内蒙古自治区,乌兰察布市,乌兰察布市,内蒙,0474,012000
150901,内蒙古自治区,乌兰察布市,市辖区,内蒙,0474,
150902,内蒙古自治区,乌兰察布市,集宁区,内蒙,0474,012000
150921,内蒙古自治区,乌兰察布市,卓资县,内蒙,0474,012300
150922,内蒙古自治区,乌兰察布市,化德县,内蒙,0474,013350
150923,内蒙古自治区,乌兰察布市,商都县,内蒙,0474,013400
150924,内蒙古自治区,乌兰察布市,兴和县,内蒙,0474,013650
150925,内蒙古自治区,乌兰察布市,凉城县,内蒙,0474,013750
150926,内蒙古自治区,乌兰察布市,察哈尔右翼前旗,内蒙,0474,012200
150927,内蒙古自治区,乌兰察布市,察哈尔右翼中旗,内蒙,0474,013500
150928,内蒙古自治区,乌兰察布市,察哈尔右翼后旗,内蒙,0474,012400
150929,内蒙古自治区,乌兰察布市,四子王旗,内蒙,0474,011800
150981,内蒙古自治区,乌兰察布市,丰镇市,内蒙,0474,012100
152200,内蒙古自治区,兴安盟,兴安盟,内蒙,0482,137400
152201,内蒙古自治区,兴安盟,乌兰浩特市,内蒙,0482,137400
152202,内蒙古自治区,兴安盟,阿尔山市,内蒙,0482,137400
152221,内蒙古自治区,兴安盟,科尔沁右翼前旗,内蒙,0482,137400
152222,内蒙古自治区,兴安盟,科尔沁右翼中旗,内蒙,0482,029400
152223,内蒙古自治区,兴安盟,扎赉特旗,内蒙,0482,137600
152224,内蒙古自治区,兴安盟,突泉县,内蒙,0482,137500
152500,内蒙古自治区,锡林郭勒盟,锡林郭勒盟,内蒙,0479,026000
152501,内蒙古自治区,锡林郭勒盟,二连浩特市,内蒙,0479,012600
152502,内蒙古自治区,锡林郭勒盟,锡林浩特市,内蒙,0479,026000
152522,内蒙古自治区,锡林郭勒盟,阿巴嘎旗,内蒙,0479,011400
152523,内蒙古自治区,锡林郭勒盟,苏尼特左旗,内蒙,0479,011300
152524,内蒙古自治区,锡林郭勒盟,苏尼特右旗,内蒙,0479,011200
152525,内蒙古自治区,锡林郭勒盟,东乌珠穆沁旗,内蒙,0479,026300
152526,内蒙古自治区,锡林郭勒盟,西乌珠穆沁旗,内蒙,0479,026200
152527,内蒙古自治区,锡林郭勒盟,太仆寺旗,内蒙,0479,027000
