身份证前六位,省份,城市,区/县,简称,电话区号,邮政编码
411423,河南省,商丘市,宁陵县,豫,0370,476700
411424,河南省,商丘市,柘城县,豫,0370,476200
411425,河南省,商丘市,虞城县,豫,0370,476300
411426,河南省,商丘市,夏邑县,豫,0370,476400
411481,河南省,商丘市,永城市,豫,0370,476600
411500,河南省,信阳市,信阳市,豫,0376,464000
411501,河南省,信阳市,市辖区,豫,0376,
411502,河南省,信阳市,师河区,豫,0376,464000
411503,河南省,信阳市,平桥区,豫,0376,464000
411521,河南省,信阳市,罗山县,豫,0376,464200
411522,河南省,信阳市,光山县,豫,0376,465450
411523,河南省,信阳市,新县,豫,0376,465500
411524,河南省,信阳市,商城县,豫,0376,465350
411525,河南省,信阳市,固始县,豫,0376,465200
411526,河南省,信阳市,潢川县,豫,0376,465150
411527,河南省,信阳市,淮滨县,豫,0376,464400
411528,河南省,信阳市,息县,豫,0376,464300
411600,河南省,周口市,周口市,豫,0394,466000
411601,河南省,周口市,市辖区,豫,0394,
411602,河南省,周口市,川汇区,豫,0394,466000
411621,河南省,周口市,扶沟县,豫,0394,461300
411622,河南省,周口市,西华县,豫,0394,466600
411623,河南省,周口市,商水县,豫,0394,466100
411624,河南省,周口市,沈丘县,豫,0394,466300
411625,河南省,周口市,郸城县,豫,0394,477150
411626,河南省,周口市,淮阳县,豫,0394,466700
411627,河南省,周口市,太康县,豫,0394,475400
411628,河南省,周口市,鹿邑县,豫,0394,477200
412725,河南省,周口市,鹿邑县,豫,0394,477200
411681,河南省,周口市,项城市,豫,0394,466200
412702,河南省,周口市,项城市,豫,0394,466200
411700,河南省,驻马店市,驻马店市,豫,0396,463000
411701,河南省,驻马店市,市辖区,豫,0396,
411702,河南省,驻马店市,驿城区,豫,0396,463000
411721,河南省,驻马店市,西平县,豫,0396,463900
411722,河南省,驻马店市,上蔡县,豫,0396,463800
411723,河南省,驻马店市,平舆县,豫,0396,463400
411724,河南省,驻马店市,正阳县,豫,0396,463600
411725,河南省,驻马店市,确山县,豫,0396,463200
411726,河南省,驻马店市,泌阳县,豫,0396,463700
411727,河南省,驻马店市,汝南县,豫,0396,463300
411728,河南省,驻马店市,遂平县,豫,0396,463100
411729,河南省,驻马店市,新蔡县,豫,0396,463500
420000,湖北省,湖北省,湖北省,鄂/楚,,
420100,湖北省,武汉市,武汉市,鄂/楚,0027,430000
420101,湖北省,武汉市,市辖区,鄂/楚,0027,
420102,湖北省,武汉市,江岸区,鄂/楚,0027,430014
420103,湖北省,武汉市,江汉区,鄂/楚,0027,430000
420104,湖北省,武汉市,乔口区,鄂/楚,0027,430000
420105,湖北省,武汉市,汉阳区,鄂/楚,0027,430050
420106,湖北省,武汉市,武昌区,鄂/楚,0027,430000
420107,湖北省,武汉市,青山区,鄂/楚,0027,430080
420111,湖北省,武汉市,洪山区,鄂/楚,0027,430070
420112,湖北省,武汉市,东西湖区,鄂/楚,0027,430040
420113,湖北省,武汉市,汉南区,鄂/楚,0027,430090
420114,湖北省,武汉市,蔡甸区,鄂/楚,0027,430100
420115,湖北省,武汉市,江夏区,鄂/楚,0027,430200
420116,湖北省,武汉市,黄陂区,鄂/楚,0027,432200
420117,湖北省,武汉市,新洲区,鄂/楚,0027,431400
420200,湖北省,黄石市,黄石市,鄂/楚,0714,435000
420201,湖北省,黄石市,市辖区,鄂/楚,0714,
420202,湖北省,黄石市,黄石港区,鄂/楚,0714,435000
420203,湖北省,黄石市,西塞山区,鄂/楚,0714,435000
420204,湖北省,黄石市,下陆区,鄂/楚,0714,435000
420205,湖北省,黄石市,铁山区,鄂/楚,0714,435000
420222,湖北省,黄石市,阳新县,鄂/楚,0714,435200
420281,湖北省,黄石市,大冶市,鄂/楚,0714,435100
420300,湖北省,十堰市,十堰市,鄂/楚,0719,442000
420301,湖北省,十堰市,市辖区,鄂/楚,0719,
420302,湖北省,十堰市,茅箭区,鄂/楚,0719,442000
420303,湖北省,十堰市,张湾区,鄂/楚,0719,442000
420321,湖北省,十堰市,郧县,鄂/楚,0719,442500
420322,湖北省,十堰市,郧西县,鄂/楚,0719,442600
420323,湖北省,十堰市,竹山县,鄂/楚,0719,442200
420324,湖北省,十堰市,竹溪县,鄂/楚,0719,442300
420325,湖北省,十堰市,房县,鄂/楚,0719,442100
420381,湖北省,十堰市,丹江口市,鄂/楚,7292,442700
420500,湖北省,宜昌市,宜昌市,鄂/楚,0717,443000
420501,湖北省,宜昌市,市辖区,鄂/楚,0717,
420502,湖北省,宜昌市,西陵区,鄂/楚,0717,443000
420503,湖北省,宜昌市,伍家岗区,鄂/楚,0717,443000
420504,湖北省,宜昌市,点军区,鄂/楚,0717,443000
420505,湖北省,宜昌市,虎亭区,鄂/楚,0717,443000
420506,湖北省,宜昌市,夷陵区,鄂/楚,0717,443100
420525,湖北省,宜昌市,远安县,鄂/楚,0717,444200
420526,湖北省,宜昌市,兴山县,鄂/楚,0717,443700
420527,湖北省,宜昌市,秭归县,鄂/楚,0717,443600
420528,湖北省,宜昌市,长阳土家族自治县,鄂/楚,0717,443500
420529,湖北省,宜昌市,五峰土家族自治县,鄂/楚,0717,443400
420581,湖北省,宜昌市,宜都市,鄂/楚,0717,443000
420582,湖北省,宜昌市,当阳市,鄂/楚,0717,444100
420583,湖北省,宜昌市,枝江市,鄂/楚,0717,443200
420600,湖北省,襄樊市,襄樊市,鄂/楚,0710,441000
420601,湖北省,襄樊市,市辖区,鄂/楚,0710,
420602,湖北省,襄樊市,襄城区,鄂/楚,0710,441000
420606,湖北省,襄樊市,樊城区,鄂/楚,0710,441000
420607,湖北省,襄樊市,襄阳区,鄂/楚,0710,441100
420624,湖北省,襄樊市,南漳县,鄂/楚,0710,441500
420625,湖北省,襄樊市,谷城县,鄂/楚,0710,441700
420626,湖北省,襄樊市,保康县,鄂/楚,0710,441600
420682,湖北省,襄樊市,老河口市,鄂/楚,7207,441800
420683,湖北省,襄樊市,枣阳市,鄂/楚,0710,441200
420684,湖北省,襄樊市,宜城市,鄂/楚,0710,441400
420700,湖北省,鄂州市,鄂州市,鄂/楚,0711,436000
420701,湖北省,鄂州市,市辖区,鄂/楚,0711,
420702,湖北省,鄂州市,梁子湖区,鄂/楚,0711,436000
420703,湖北省,鄂州市,华容区,鄂/楚,0711,436000
420704,湖北省,鄂州市,鄂城区,鄂/楚,0711,436000
420800,湖北省,荆门市,荆门市,鄂/楚,0724,448000
420801,湖北省,荆门市,市辖区,鄂/楚,0724,
420802,湖北省,荆门市,东宝区,鄂/楚,0724,448000
420804,湖北省,荆门市,掇刀区,鄂/楚,0724,448000
420821,湖北省,荆门市,京山县,鄂/楚,0724,431800
420822,湖北省,荆门市,沙洋县,鄂/楚,0724,448200
420881,湖北省,荆门市,钟祥市,鄂/楚,0724,431900
420900,湖北省,孝感市,孝感市,鄂/楚,0712,432000
420901,湖北省,孝感市,市辖区,鄂/楚,0712,
420902,湖北省,孝感市,孝南区,鄂/楚,0712,432100
420921,湖北省,孝感市,孝昌县,鄂/楚,0712,432900
420922,湖北省,孝感市,大悟县,鄂/楚,0712,432800
420923,湖北省,孝感市,云梦县,鄂/楚,0712,432500
420981,湖北省,孝感市,应城市,鄂/楚,7223,432400
420982,湖北省,孝感市,安陆市,鄂/楚,7225,432600
420984,湖北省,孝感市,汉川市,鄂/楚,0712,432300
421000,湖北省,荆州市,荆州市,鄂/楚,0716,434000
421001,湖北省,荆州市,市辖区,鄂/楚,0716,
421002,湖北省,荆州市,沙市区,鄂/楚,0716,434000
421003,湖北省,荆州市,荆州区,鄂/楚,0716,434020
421022,湖北省,荆州市,公安县,鄂/楚,0716,434300
421023,湖北省,荆州市,监利县,鄂/楚,0716,433300
421024,湖北省,荆州市,江陵县,鄂/楚,0716,434100
421081,湖北省,荆州市,石首市,鄂/楚,7264,434400
421083,湖北省,荆州市,洪湖市,鄂/楚,7213,433200
421087,湖北省,荆州市,松滋市,鄂/楚,0716,434200
421100,湖北省,黄冈市,黄冈市,鄂/楚,0713,438000
421101,湖北省,黄冈市,市辖区,鄂/楚,0713,
421102,湖北省,黄冈市,黄州区,鄂/楚,0713,438000
421121,湖北省,黄冈市,团风县,鄂/楚,0713,438000
421122,湖北省,黄冈市,红安县,鄂/楚,0713,438400
421123,湖北省,黄冈市,罗田县,鄂/楚,0713,438600
421124,湖北省,黄冈市,英山县,鄂/楚,0713,438700
421125,湖北省,黄冈市,浠水县,鄂/楚,0713,438200
421126,湖北省,黄冈市,蕲春县,鄂/楚,0713,435300
421127,湖北省,黄冈市,黄梅县,鄂/楚,0713,435500
421181,湖北省,黄冈市,麻城市,鄂/楚,7232,438300
421182,湖北省,黄冈市,武穴市,鄂/楚,7239,435400
421200,湖北省,咸宁市,咸宁市,鄂/楚,0715,437000
421201,湖北省,咸宁市,市辖区,鄂/楚,0715,
421202,湖北省,咸宁市,咸安区,鄂/楚,0715,437000
421221,湖北省,咸宁市,嘉鱼县,鄂/楚,0715,437200
421222,湖北省,咸宁市,通城县,鄂/楚,0715,437400
421223,湖北省,咸宁市,崇阳县,鄂/楚,0715,437500
421224,湖北省,咸宁市,通山县,鄂/楚,0715,437600
421281,湖北省,咸宁市,赤壁市,鄂/楚,0715,437300
421300,湖北省,随州市,随州市,鄂/楚,0722,441300
421301,湖北省,随州市,市辖区,鄂/楚,0722,
421302,湖北省,随州市,曾都区,鄂/楚,0722,441300
421381,湖北省,随州市,广水市,鄂/楚,0722,432700
422800,湖北省,恩施土家族苗族自治州,恩施土家族苗族自治州,鄂/楚,0718,445000
422801,湖北省,恩施土家族苗族自治州,恩施市,鄂/楚,0718,445000
422802,湖北省,恩施土家族苗族自治州,利川市,鄂/楚,7287,445400
422822,湖北省,恩施土家族苗族自治州,建始县,鄂/楚,0718,445300
422823,湖北省,恩施土家族苗族自治州,巴东县,鄂/楚,0718,444300
422825,湖北省,恩施土家族苗族自治州,宣恩县,鄂/楚,0718,445500
422826,湖北省,恩施土家族苗族自治州,咸丰县,鄂/楚,0718,445600
422827,湖北省,恩施土家族苗族自治州,来凤县,鄂/楚,0718,445700
422828,湖北省,恩施土家族苗族自治州,鹤峰县,鄂/楚,0718,445800
429000,湖北省,省直辖行政单位,省直辖行政单位,鄂/楚,,
429004,湖北省,省直辖行政单位,仙桃市,鄂/楚,7214,433000
429005,湖北省,省直辖行政单位,潜江市,鄂/楚,0728,433100
429006,湖北省,省直辖行政单位,天门市,鄂/楚,7261,431700
429021,湖北省,省直辖行政单位,神农架林区,鄂/楚,0719,442400
430000,湖南省,湖南省,湖南省,湘,,
430100,湖南省,长沙市,长沙市,湘,0731,410000
430101,湖南省,长沙市,市辖区,湘,0731,
430102,湖南省,长沙市,芙蓉区,湘,0731,410000
430103,湖南省,长沙市,天心区,湘,0731,410000
430104,湖南省,长沙市,岳麓区,湘,0731,410000
430105,湖南省,长沙市,开福区,湘,0731,410000
430111,湖南省,长沙市,雨花区,湘,0731,410000
430121,湖南省,长沙市,长沙县,湘,0731,410100
430122,湖南省,长沙市,望城县,湘,0731,410200
430124,湖南省,长沙市,宁乡县,湘,0731,410600
430181,湖南省,长沙市,浏阳市,湘,0731,410300
430200,湖南省,株洲市,株洲市,湘,0733,412000
430201,湖南省,株洲市,市辖区,湘,0733,
430202,湖南省,株洲市,荷塘区,湘,0733,412000
430203,湖南省,株洲市,芦淞区,湘,0733,412000
430204,湖南省,株洲市,石峰区,湘,0733,412000
430211,湖南省,株洲市,天元区,湘,0733,412000
430221,湖南省,株洲市,株洲县,湘,0733,412000
430223,湖南省,株洲市,攸县,湘,0733,412300
430224,湖南省,株洲市,茶陵县,湘,0733,412400
430225,湖南省,株洲市,炎陵县,湘,0733,412500
430281,湖南省,株洲市,醴陵市,湘,0733,412200
430300,湖南省,湘潭市,湘潭市,湘,0732,411100
430301,湖南省,湘潭市,市辖区,湘,0732,
430302,湖南省,湘潭市,雨湖区,湘,0732,411100
430304,湖南省,湘潭市,岳塘区,湘,0732,411100
430321,湖南省,湘潭市,湘潭县,湘,0732,411200
430381,湖南省,湘潭市,湘乡市,湘,0732,411400
430382,湖南省,湘潭市,韶山市,湘,0732,411300
430400,湖南省,衡阳市,衡阳市,湘,0734,421000
430401,湖南省,衡阳市,市辖区,湘,0734,
430405,湖南省,衡阳市,珠晖区,湘,0734,421000
430406,湖南省,衡阳市,雁峰区,湘,0734,421000
430407,湖南省,衡阳市,石鼓区,湘,0734,421000
430408,湖南省,衡阳市,蒸湘区,湘,0734,421000
430412,湖南省,衡阳市,南岳区,湘,0734,421000
430421,湖南省,衡阳市,衡阳县,湘,0734,421200
430422,湖南省,衡阳市,衡南县,湘,0734,421100
430423,湖南省,衡阳市,衡山县,湘,0734,421300
430424,湖南省,衡阳市,衡东县,湘,0734,421400
430426,湖南省,衡阳市,祁东县,湘,0734,421600
430481,湖南省,衡阳市,耒阳市,湘,0734,421800
430482,湖南省,衡阳市,常宁市,湘,0734,421500
430500,湖南省,邵阳市,邵阳市,湘,0739,422000
430501,湖南省,邵阳市,市辖区,湘,0739,
430502,湖南省,邵阳市,双清区,湘,0739,422000
430503,湖南省,邵阳市,大祥区,湘,0739,422000
430511,湖南省,邵阳市,北塔区,湘,0739,422000
430521,湖南省,邵阳市,邵东县,湘,0739,422800
430522,湖南省,邵阳市,新邵县,湘,0739,422900
430523,湖南省,邵阳市,邵阳县,湘,0739,422100
430524,湖南省,邵阳市,隆回县,湘,0739,422200
430525,湖南省,邵阳市,洞口县,湘,0739,422300
430527,湖南省,邵阳市,绥宁县,湘,0739,422600
430528,湖南省,邵阳市,新宁县,湘,0739,422700
430529,湖南省,邵阳市,城步苗族自治县,湘,0739,422500
430581,湖南省,邵阳市,武冈市,湘,0739,422400
430600,湖南省,岳阳市,岳阳市,湘,0730,414000
430601,湖南省,岳阳市,市辖区,湘,0730,
430602,湖南省,岳阳市,岳阳楼区,湘,0730,414000
430603,湖南省,岳阳市,云溪区,湘,0730,414000
430611,湖南省,岳阳市,君山区,湘,0730,414000
430621,湖南省,岳阳市,岳阳县,湘,0730,414100
430623,湖南省,岳阳市,华容县,湘,0730,414200
430624,湖南省,岳阳市,湘阴县,湘,0730,410500
430626,湖南省,岳阳市,平江县,湘,0730,410400
430681,湖南省,岳阳市,汨罗市,湘,7409,414400
430682,湖南省,岳阳市,临湘市,湘,0730,414300
430700,湖南省,常德市,常德市,湘,0736,415000
430701,湖南省,常德市,市辖区,湘,0736,
430702,湖南省,常德市,武陵区,湘,0736,415000
430703,湖南省,常德市,鼎城区,湘,0736,415000
430721,湖南省,常德市,安乡县,湘,0736,415600
430722,湖南省,常德市,汉寿县,湘,0736,415900
430723,湖南省,常德市,澧县,湘,0736,415500
430724,湖南省,常德市,临澧县,湘,0736,415200
430725,湖南省,常德市,桃源县,湘,0736,415700
430726,湖南省,常德市,石门县,湘,0736,415300
430781,湖南省,常德市,津市市,湘,7464,415400
430800,湖南省,张家界市,张家界市,湘,0744,427000
430801,湖南省,张家界市,市辖区,湘,0744,
430802,湖南省,张家界市,永定区,湘,0744,427000
430811,湖南省,张家界市,武陵源区,湘,0744,427400
430821,湖南省,张家界市,慈利县,湘,0744,427200
430822,湖南省,张家界市,桑植县,湘,0744,427100
430900,湖南省,益阳市,益阳市,湘,0737,413000
430901,湖南省,益阳市,市辖区,湘,0737,
430902,湖南省,益阳市,资阳区,湘,0737,413000
430903,湖南省,益阳市,赫山区,湘,0737,413000
430921,湖南省,益阳市,南县,湘,0737,413200
430922,湖南省,益阳市,桃江县,湘,0737,413400
430923,湖南省,益阳市,安化县,湘,0737,413500
430981,湖南省,益阳市,沅江市,湘,0737,413100
431000,湖南省,郴州市,郴州市,湘,0735,423000
431001,湖南省,郴州市,市辖区,湘,0735,
431002,湖南省,郴州市,北湖区,湘,0735,423000
431003,湖南省,郴州市,苏仙区,湘,0735,423000
431021,湖南省,郴州市,桂阳县,湘,0735,424400
431022,湖南省,郴州市,宜章县,湘,0735,424200
431023,湖南省,郴州市,永兴县,湘,0735,423300
431024,湖南省,郴州市,嘉禾县,湘,0735,424500
431025,湖南省,郴州市,临武县,湘,0735,424300
431026,湖南省,郴州市,汝城县,湘,0735,424100
431027,湖南省,郴州市,桂东县,湘,0735,423500
431028,湖南省,郴州市,安仁县,湘,0735,423600
431081,湖南省,郴州市,资兴市,湘,0735,423400
431100,湖南省,永州市,永州市,湘,0746,425000
431101,湖南省,永州市,市辖区,湘,0746,
431102,湖南省,永州市,芝山区,湘,0746,425000
431103,湖南省,永州市,冷水滩区,湘,7410,425000
431121,湖南省,永州市,祁阳县,湘,0746,426100
431122,湖南省,永州市,东安县,湘,0746,425900
431123,湖南省,永州市,双牌县,湘,0746,425200
431124,湖南省,永州市,道县,湘,0746,425300
431125,湖南省,永州市,江永县,湘,0746,425400
431126,湖南省,永州市,宁远县,湘,0746,425600
431127,湖南省,永州市,蓝山县,湘,0746,425800
431128,湖南省,永州市,新田县,湘,0746,425700
431129,湖南省,永州市,江华瑶族自治县,湘,0746,425500
431200,湖南省,怀化市,怀化市,湘,0745,418000
431201,湖南省,怀化市,市辖区,湘,0745,
431202,湖南省,怀化市,鹤城区,湘,0745,418000
431221,湖南省,怀化市,中方县,湘,0745,418000
431222,湖南省,怀化市,沅陵县,湘,0745,419600
431223,湖南省,怀化市,辰溪县,湘,0745,419500
431224,湖南省,怀化市,溆浦县,湘,0745,419300
431225,湖南省,怀化市,会同县,湘,0745,418300
431226,湖南省,怀化市,麻阳苗族自治县,湘,0745,419400
431227,湖南省,怀化市,新晃侗族自治县,湘,0745,419200
431228,湖南省,怀化市,芷江侗族自治县,湘,0745,419100
431229,湖南省,怀化市,靖州苗族侗族自治县,湘,0745,418400
431230,湖南省,怀化市,通道侗族自治县,湘,0745,418500
431281,湖南省,怀化市,洪江市,湘,7429,418200
431300,湖南省,娄底市,娄底市,湘,0738,417000
431301,湖南省,娄底市,市辖区,湘,0738,
431302,湖南省,娄底市,娄星区,湘,0738,417000
431321,湖南省,娄底市,双峰县,湘,0738,417700
431322,湖南省,娄底市,新化县,湘,0738,417600
431381,湖南省,娄底市,冷水江市,湘,7477,417500
431382,湖南省,娄底市,涟源市,湘,7479,417100
433100,湖南省,湘西土家族苗族自治州,湘西土家族苗族自治州,湘,0743,416000
433101,湖南省,湘西土家族苗族自治州,吉首市,湘,7481,416000
433122,湖南省,湘西土家族苗族自治州,泸溪县,湘,0743,416100
433123,湖南省,湘西土家族苗族自治州,凤凰县,湘,0743,416200
433124,湖南省,湘西土家族苗族自治州,花垣县,湘,0743,416400
433125,湖南省,湘西土家族苗族自治州,保靖县,湘,0743,416500
433126,湖南省,湘西土家族苗族自治州,古丈县,湘,0743,416300
433127,湖南省,湘西土家族苗族自治州,永顺县,湘,0743,416700
433130,湖南省,湘西土家族苗族自治州,龙山县,湘,0743,416800
440000,广东省,广东省,广东省,粤,,
440100,广东省,广州市,广州市,粤,0020,510000
440101,广东省,广州市,市辖区,粤,0020,
440102,广东省,广州市,东山区,粤,0020,510000
440103,广东省,广州市,荔湾区,粤,0020,510000
440104,广东省,广州市,越秀区,粤,0020,510000
440105,广东省,广州市,海珠区,粤,0020,510000
440106,广东省,广州市,天河区,粤,0020,510000
440107,广东省,广州市,芳村区,粤,0020,510000
440111,广东省,广州市,白云区,粤,0020,510000
440112,广东省,广州市,黄埔区,粤,0020,510700
440113,广东省,广州市,番禺区,粤,0020,511400
440114,广东省,广州市,花都区,粤,0020,510800
440183,广东省,广州市,增城市,粤,0020,511300
440184,广东省,广州市,从化市,粤,0020,510900
440200,广东省,韶关市,韶关市,粤,0751,512000
440201,广东省,韶关市,市辖区,粤,0751,
440202,广东省,韶关市,北江区,粤,0751,512000
440203,广东省,韶关市,武江区,粤,0751,512000
440204,广东省,韶关市,浈江区,粤,0751,512000
440221,广东省,韶关市,曲江县,粤,0751,512100
440222,广东省,韶关市,始兴县,粤,0751,512500
440224,广东省,韶关市,仁化县,粤,0751,512300
440229,广东省,韶关市,翁源县,粤,0751,512600
440232,广东省,韶关市,乳源瑶族自治县,粤,0751,512600
440233,广东省,韶关市,新丰县,粤,0751,511100
440281,广东省,韶关市,乐昌市,粤,0751,512200
440282,广东省,韶关市,南雄市,粤,0751,512400
440300,广东省,深圳市,深圳市,粤,0755,518000
440301,广东省,深圳市,市辖区,粤,0755,
440303,广东省,深圳市,罗湖区,粤,0755,518000
440304,广东省,深圳市,福田区,粤,0755,518000
440305,广东省,深圳市,南山区,粤,0755,518000
440306,广东省,深圳市,宝安区,粤,0755,518100
440307,广东省,深圳市,龙岗区,粤,0755,518100
440308,广东省,深圳市,盐田区,粤,0755,518000
440400,广东省,珠海市,珠海市,粤,0756,519000
440401,广东省,珠海市,市辖区,粤,0756,
440402,广东省,珠海市,香洲区,粤,0756,519000
440403,广东省,珠海市,斗门区,粤,0756,519100
440404,广东省,珠海市,金湾区,粤,0756,519090
440500,广东省,汕头市,汕头市,粤,0754,515000
440501,广东省,汕头市,市辖区,粤,0754,
440507,广东省,汕头市,龙湖区,粤,0754,515000
440511,广东省,汕头市,金平区,粤,0754,515000
440512,广东省,汕头市,濠江区,粤,0754,515000
440513,广东省,汕头市,潮阳区,粤,0754,515100
440514,广东省,汕头市,潮南区,粤,0754,515100
440515,广东省,汕头市,澄海区,粤,0754,515800
440523,广东省,汕头市,南澳县,粤,0754,515900
440600,广东省,佛山市,佛山市,粤,0757,528000
440601,广东省,佛山市,市辖区,粤,0757,
440604,广东省,佛山市,禅城区,粤,0757,528000
440605,广东省,佛山市,南海区,粤,0757,528200
440606,广东省,佛山市,顺德区,粤,0757,528000
440607,广东省,佛山市,三水区,粤,0757,528100
440608,广东省,佛山市,高明区,粤,0757,528500
440700,广东省,江门市,江门市,粤,0750,529000
440701,广东省,江门市,市辖区,粤,0750,
440703,广东省,江门市,蓬江区,粤,0750,529000
440704,广东省,江门市,江海区,粤,0750,529000
440705,广东省,江门市,新会区,粤,0750,529100
440781,广东省,江门市,台山市,粤,0750,529200
440783,广东省,江门市,开平市,粤,0750,529300
440784,广东省,江门市,鹤山市,粤,0750,529700
440785,广东省,江门市,恩平市,粤,0750,529400
440800,广东省,湛江市,湛江市,粤,0759,524000
440801,广东省,湛江市,市辖区,粤,0759,
440802,广东省,湛江市,赤坎区,粤,0759,524000
440803,广东省,湛江市,霞山区,粤,0759,524000
440804,广东省,湛江市,坡头区,粤,0759,524000
440811,广东省,湛江市,麻章区,粤,0759,524000
440823,广东省,湛江市,遂溪县,粤,0759,524300
440825,广东省,湛江市,徐闻县,粤,0759,524100
440881,广东省,湛江市,廉江市,粤,0759,524400
440882,广东省,湛江市,雷州市,粤,0759,524200
440883,广东省,湛江市,吴川市,粤,0759,524500
440900,广东省,茂名市,茂名市,粤,0668,525000
440901,广东省,茂名市,市辖区,粤,0668,
440902,广东省,茂名市,茂南区,粤,0668,525000
440903,广东省,茂名市,茂港区,粤,0668,525000
440923,广东省,茂名市,电白县,粤,0668,525400
440981,广东省,茂名市,高州市,粤,0668,525200
440982,广东省,茂名市,化州市,粤,0668,525100
440983,广东省,茂名市,信宜市,粤,0668,525300
441200,广东省,肇庆市,肇庆市,粤,0758,526000
441201,广东省,肇庆市,市辖区,粤,0758,
441202,广东省,肇庆市,端州区,粤,0758,526000
441203,广东省,肇庆市,鼎湖区,粤,0758,526000
441223,广东省,肇庆市,广宁县,粤,0758,526300
441224,广东省,肇庆市,怀集县,粤,0758,526400
441225,广东省,肇庆市,封开县,粤,0758,526500
441226,广东省,肇庆市,德庆县,粤,0758,526600
441283,广东省,肇庆市,高要市,粤,0758,526100
441284,广东省,肇庆市,四会市,粤,0758,526200
441300,广东省,惠州市,惠州市,粤,0752,516000
441301,广东省,惠州市,市辖区,粤,0752,
441302,广东省,惠州市,惠城区,粤,0752,516000
441303,广东省,惠州市,惠阳区,粤,0752,516200
441322,广东省,惠州市,博罗县,粤,0752,516100
441323,广东省,惠州市,惠东县,粤,0752,516300
441324,广东省,惠州市,龙门县,粤,0752,516800
441400,广东省,梅州市,梅州市,粤,0753,514000
441401,广东省,梅州市,市辖区,粤,0753,
441402,广东省,梅州市,梅江区,粤,0753,514000
441421,广东省,梅州市,梅县,粤,0753,514700
441422,广东省,梅州市,大埔县,粤,0753,514200
441423,广东省,梅州市,丰顺县,粤,0753,514300
441424,广东省,梅州市,五华县,粤,0753,514400
441426,广东省,梅州市,平远县,粤,0753,514600
441427,广东省,梅州市,蕉岭县,粤,0753,514100
441481,广东省,梅州市,兴宁市,粤,0753,514500
441500,广东省,汕尾市,汕尾市,粤,0660,516600
441501,广东省,汕尾市,市辖区,粤,0660,
441502,广东省,汕尾市,城区,粤,0660,516600
441521,广东省,汕尾市,海丰县,粤,0660,516400
441523,广东省,汕尾市,陆河县,粤,0660,516700
441581,广东省,汕尾市,陆丰市,粤,0660,516500
441600,广东省,河源市,河源市,粤,0762,517000
441601,广东省,河源市,市辖区,粤,0762,
441602,广东省,河源市,源城区,粤,0762,517000
441621,广东省,河源市,紫金县,粤,0762,517400
441622,广东省,河源市,龙川县,粤,0762,517300
441623,广东省,河源市,连平县,粤,0762,517100
441624,广东省,河源市,和平县,粤,0762,517200
441625,广东省,河源市,东源县,粤,0762,517500
441700,广东省,阳江市,阳江市,粤,0662,529500
441701,广东省,阳江市,市辖区,粤,0662,
441702,广东省,阳江市,江城区,粤,0662,529500
441721,广东省,阳江市,阳西县,粤,0662,529800
441723,广东省,阳江市,阳东县,粤,0662,529900
441781,广东省,阳江市,阳春市,粤,0662,529600
441800,广东省,清远市,清远市,粤,0763,511500
441801,广东省,清远市,市辖区,粤,0763,
441802,广东省,清远市,清城区,粤,0763,511500
441821,广东省,清远市,佛冈县,粤,0763,511600
441823,广东省,清远市,阳山县,粤,0763,513100
441825,广东省,清远市,连山壮族瑶族自治县,粤,0763,513200
441826,广东省,清远市,连南瑶族自治县,粤,0763,513300
441827,广东省,清远市,清新县,粤,0763,511800
441881,广东省,清远市,英德市,粤,0763,513000
441882,广东省,清远市,连州市,粤,0763,513400
441900,广东省,东莞市,东莞市,粤,0769,523000
442000,广东省,中山市,中山市,粤,0760,528400
445100,广东省,潮州市,潮州市,粤,0768,521000
445101,广东省,潮州市,市辖区,粤,0768,
445102,广东省,潮州市,湘桥区,粤,0768,521000
445121,广东省,潮州市,潮安县,粤,0768,515600
445122,广东省,潮州市,饶平县,粤,0768,515700
445200,广东省,揭阳市,揭阳市,粤,0663,522000
445201,广东省,揭阳市,市辖区,粤,0663,
445202,广东省,揭阳市,榕城区,粤,0663,522000
445221,广东省,揭阳市,揭东县,粤,0663,515500
445222,广东省,揭阳市,揭西县,粤,0663,515400
445224,广东省,揭阳市,惠来县,粤,0663,515200
445281,广东省,普宁市,普宁市,粤,0663,515300
445300,广东省,云浮市,云浮市,粤,0766,527300
445301,广东省,云浮市,市辖区,粤,0766,
445302,广东省,云浮市,云城区,粤,0766,527300
445321,广东省,云浮市,新兴县,粤,0766,527400
445322,广东省,云浮市,郁南县,粤,0766,527100
445323,广东省,云浮市,云安县,粤,0766,527500
445381,广东省,云浮市,罗定市,粤,0766,527200
450000,广西壮族自治区,广西壮族自治区,广西壮族自治区,桂,,
450100,广西壮族自治区,南宁市,南宁市,桂,0771,530000
450101,广西壮族自治区,南宁市,市辖区,桂,0771,
450102,广西壮族自治区,南宁市,兴宁区,桂,0771,530000
450103,广西壮族自治区,南宁市,新城区,桂,0771,530000
450104,广西壮族自治区,南宁市,城北区,桂,0771,530000
450105,广西壮族自治区,南宁市,江南区,桂,0771,530000
450106,广西壮族自治区,南宁市,永新区,桂,0771,530000
450121,广西壮族自治区,南宁市,邕宁县,桂,0771,530200
450122,广西壮族自治区,南宁市,武鸣县,桂,0771,530100
450123,广西壮族自治区,南宁市,隆安县,桂,0771,532700
